yearID,teamID,G,W,L,R,AB,H,BB,HBP,BA,OBP,WH,AB_1-9,IABA
2015,MIN,162,83,79,696,5467,1349,439.0,40.0,0.24675324675324675,0.3074335687857383,5149.0,4425,1.1636158192090396
2015,NYA,162,87,75,764,5567,1397,554.0,63.0,0.25094305730195804,0.3256791720569211,5972.0,5069,1.1781416452949298
2015,NYN,162,90,72,683,5527,1351,488.0,68.0,0.2444364031119957,0.3134966299523261,9034.0,7059,1.2797846720498651
2015,OAK,162,68,94,694,5600,1405,475.0,40.0,0.25089285714285714,0.31398201144726084,8016.0,6307,1.2709687648644363
2015,PHI,162,63,99,626,5529,1374,387.0,54.0,0.24850786760716226,0.3040201005025125,8196.0,6475,1.265791505791506
2015,PIT,162,98,64,697,5631,1462,461.0,89.0,0.2596341679985793,0.3255136709270345,8204.0,6326,1.2968700600695542
2015,SDN,162,74,88,650,5457,1324,426.0,40.0,0.2426241524647242,0.3022117170352861,6872.0,5519,1.2451531074470013
2015,SEA,162,76,86,656,5544,1379,478.0,36.0,0.2487373737373737,0.3124793661274348,8497.0,7026,1.209365214916026
2015,SFN,162,84,78,696,5565,1486,457.0,49.0,0.26702605570530097,0.3281172788667435,8392.0,6494,1.2922697874961504
2015,SLN,162,100,62,647,5484,1386,506.0,66.0,0.2527352297592998,0.32331571994715985,6341.0,5056,1.2541534810126582
2015,TBA,162,80,82,644,5485,1383,436.0,84.0,0.2521422060164084,0.31690258118234804,6099.0,4788,1.2738095238095235
2015,TEX,162,88,74,751,5511,1419,503.0,76.0,0.2574850299401197,0.32807881773399017,6966.0,5751,1.2112676056338028
2015,TOR,162,93,69,891,5509,1480,570.0,54.0,0.26865129787620257,0.3430621229414642,11044.0,8473,1.3034344388056178
2015,WAS,162,83,79,703,5428,1363,539.0,44.0,0.251105379513633,0.3237398103476959,5440.0,4436,1.2263300270513977
2016,ARI,162,69,93,752,5665,1479,463.0,50.0,0.26107678729037953,0.3224344448041437,6331.0,4722,1.3407454468445574
2016,ATL,161,68,93,649,5514,1404,502.0,59.0,0.2546245919477693,0.3234567901234568,8795.0,6725,1.307806691449814
2016,BAL,162,89,73,744,5524,1413,468.0,44.0,0.2557929036929761,0.3189198144466534,7725.0,6208,1.2443621134020622
2016,BOS,162,93,69,878,5670,1598,558.0,43.0,0.2818342151675485,0.3506617764311912,7509.0,5599,1.3411323450616182
2016,CHA,162,78,84,686,5550,1428,455.0,53.0,0.2572972972972973,0.31957741828986463,5763.0,4601,1.2525537926537709
2016,CHN,162,103,58,808,5503,1409,656.0,96.0,0.25604215882246045,0.3454836131095124,6277.0,5272,1.190629742033384
2016,CIN,162,68,94,716,5487,1403,452.0,52.0,0.2556952797521414,0.3183107995326323,6391.0,5148,1.2414529914529917
2016,CLE,161,94,67,777,5484,1435,531.0,49.0,0.2616703136396791,0.33228891820580475,7792.0,6381,1.2211252154834666
2016,COL,162,75,87,845,5614,1544,494.0,40.0,0.2750267189169932,0.3379960962914769,6532.0,4818,1.3557492735574928
2016,DET,161,86,75,750,5526,1476,493.0,53.0,0.2671009771986971,0.33300395256917,7785.0,6013,1.294694827872942
2016,HOU,162,84,78,724,5545,1367,554.0,47.0,0.2465284039675384,0.3202082655385617,6060.0,5013,1.20885697187313
2016,KCA,162,81,81,675,5552,1450,382.0,45.0,0.2611671469740634,0.31393209566817193,6690.0,5234,1.2781811234237677
2016,LAA,162,74,88,717,5431,1410,471.0,51.0,0.25962069600441906,0.3245422476062489,5810.0,4365,1.3310423825887745
2016,LAN,162,91,71,725,5518,1376,525.0,58.0,0.2493657122145705,0.3210949024750041,7049.0,5747,1.2265529841656515
2016,MIA,161,79,82,655,5547,1460,447.0,54.0,0.26320533621777537,0.324239417989418,6839.0,5209,1.3129199462468804
2016,MIL,162,73,89,671,5330,1299,599.0,37.0,0.24371482176360226,0.3243379148508213,6790.0,5463,1.2429068277503204
2016,MIN,162,59,103,722,5618,1409,513.0,44.0,0.2508009967960128,0.3183805668016194,6915.0,5607,1.2332798287854467
2016,NYA,162,84,78,680,5458,1378,475.0,42.0,0.25247343349212165,0.3171548117154812,7001.0,5649,1.2393343954682243
2016,NYN,162,87,75,671,5459,1342,517.0,62.0,0.245832570067778,0.3181517058628685,6544.0,5260,1.2441064638783272
2016,OAK,162,69,93,653,5500,1352,442.0,33.0,0.24581818181818185,0.30577405857740586,8290.0,6824,1.2148300117233295
2016,PHI,162,71,91,610,5434,1305,424.0,58.0,0.24015458225984546,0.3020622041920216,5244.0,4261,1.2306970194789957
2016,PIT,162,78,83,729,5542,1426,561.0,81.0,0.2573078311079033,0.3344113842173351,5835.0,4512,1.293218085106383
2016,SDN,162,68,94,686,5419,1275,449.0,58.0,0.23528326259457466,0.30070874114073576,7417.0,6156,1.2048408057179991
2016,SEA,162,86,76,768,5583,1446,506.0,72.0,0.25900053734551315,0.3285180977114105,6190.0,4937,1.253797852947134
2016,SFN,162,87,75,715,5565,1437,572.0,42.0,0.2582210242587601,0.33193073312833793,7322.0,5766,1.2698577870274022
2016,SLN,162,86,76,779,5548,1415,526.0,70.0,0.2550468637346792,0.3273111979166667,6406.0,4882,1.3121671446128635
2016,TBA,162,68,94,672,5481,1333,449.0,69.0,0.2432037949279329,0.3085514252375396,8351.0,6947,1.2021016266014106
2016,TEX,162,95,67,765,5525,1446,436.0,70.0,0.2617194570135747,0.3236610843972807,9945.0,7744,1.2842200413223142
2016,TOR,162,89,73,759,5479,1358,632.0,55.0,0.2478554480744661,0.3316574764839442,8002.0,6586,1.2150015183723049
2016,WAS,162,95,67,763,5490,1403,536.0,64.0,0.25555555555555554,0.32889983579638754,5576.0,4459,1.250504597443373
2017,ARI,162,93,69,812,5525,1405,578.0,54.0,0.25429864253393664,0.33084294299171674,7216.0,5636,1.2803406671398154
2017,ATL,162,72,90,732,5584,1467,474.0,66.0,0.26271489971346706,0.32772697583278904,7460.0,5366,1.390234811777861
2017,BAL,162,75,87,743,5650,1469,392.0,50.0,0.26,0.3136900853578464,7640.0,6191,1.234049426586981
2017,BOS,162,93,69,785,5669,1461,571.0,53.0,0.2577174104780385,0.3313205148577785,8355.0,6730,1.2414561664190191
2017,CHA,162,67,95,706,5513,1412,401.0,76.0,0.2561218937057863,0.31535893155258765,8148.0,6650,1.2252631578947368
2017,CHN,162,92,70,822,5496,1402,622.0,82.0,0.2550946142649199,0.3396774193548387,7428.0,5900,1.2589830508474575
2017,CIN,162,68,94,753,5484,1390,565.0,72.0,0.2534646243617797,0.33115504002613955,5661.0,4427,1.2787440704766206
2017,CLE,162,102,60,818,5511,1449,604.0,50.0,0.26292868807838865,0.3411192214111922,7006.0,5632,1.243963068181818
2017,COL,162,87,75,824,5534,1510,519.0,44.0,0.2728586917238887,0.3400032803017878,6867.0,5130,1.3385964912280701
2017,DET,162,64,98,735,5556,1435,503.0,52.0,0.2582793376529878,0.325642284405171,8124.0,6323,1.284833148821762
2017,HOU,162,101,61,896,5611,1581,509.0,70.0,0.281767955801105,0.34894991922455576,9487.0,7237,1.3109023075860162
2017,KCA,162,80,82,702,5536,1436,390.0,45.0,0.25939306358381503,0.3133478479316697,7606.0,5776,1.316828254847645
2017,LAA,162,80,82,710,5415,1314,523.0,70.0,0.24265927977839336,0.31741011984021306,9000.0,7615,1.1818778726198294
2017,LAN,162,104,58,770,5408,1347,649.0,64.0,0.24907544378698224,0.3365463159614442,7112.0,5852,1.215311004784689
2017,MIA,162,77,85,778,5602,1497,486.0,67.0,0.26722599071760084,0.3330625507717303,6400.0,4839,1.322587311427981
2017,MIL,162,86,76,732,5467,1363,547.0,53.0,0.2493140662154747,0.3235536508983023,6983.0,5756,1.2131688672689367
2017,MIN,162,85,77,815,5557,1444,593.0,46.0,0.25985243836602484,0.3361846352485475,6128.0,4995,1.2268268268268268
2017,NYA,162,91,71,858,5594,1463,616.0,64.0,0.2615302109402932,0.34156837743066626,7433.0,5951,1.2490337758359942
2017,NYN,162,70,92,735,5510,1379,529.0,57.0,0.2502722323049002,0.3223425196850393,9480.0,7789,1.2171010399281037
2017,OAK,162,75,87,739,5464,1344,565.0,43.0,0.2459736456808199,0.3214756258234519,7784.0,6503,1.1969860064585576
2017,PHI,162,66,96,690,5535,1382,494.0,47.0,0.24968383017163506,0.3164911125740619,6297.0,5050,1.2469306930693072
2017,PIT,162,75,87,668,5458,1331,519.0,88.0,0.2438622205936241,0.3195383347073372,5818.0,4682,1.24263135412217
2017,SDN,162,71,91,604,5356,1251,460.0,53.0,0.2335698282300224,0.3005622763673539,4280.0,3648,1.1732456140350878
2017,SEA,162,78,84,750,5551,1436,487.0,78.0,0.2586921275445865,0.32717462393721386,7959.0,6543,1.2164144887666208
2017,SFN,162,64,98,639,5551,1382,467.0,36.0,0.2489641506034949,0.3113643871820284,6256.0,4790,1.306054279749478
2017,SLN,162,83,79,761,5470,1402,593.0,65.0,0.25630712979890313,0.3361618798955613,6797.0,5136,1.323403426791277
2017,TBA,162,80,82,694,5478,1340,545.0,55.0,0.244614822928076,0.3191839420862126,8356.0,7413,1.1272089572372859
2017,TEX,162,78,84,799,5430,1326,544.0,81.0,0.2441988950276243,0.3222130470685384,6335.0,5341,1.1861074705111403
2017,TOR,162,76,86,693,5499,1320,542.0,51.0,0.24004364429896344,0.3140183847669074,7104.0,5895,1.205089058524173
2017,WAS,162,97,65,819,5553,1477,542.0,31.0,0.26598235188186564,0.3346392425726412,6778.0,4984,1.359951845906902
2018,ARI,162,82,80,693,5460,1283,560.0,52.0,0.2349816849816849,0.3120882740447958,7033.0,5898,1.1924381146151235
2018,ATL,162,90,72,759,5582,1433,511.0,66.0,0.2567180222142601,0.3263516804676084,8947.0,7134,1.254135127558172
2018,BAL,162,47,115,622,5507,1317,422.0,57.0,0.23915017250771745,0.30003341129301697,8694.0,7111,1.2226128533258331
2018,BOS,162,108,54,876,5623,1509,569.0,55.0,0.2683620842966388,0.3414438930686729,8637.0,6650,1.2987969924812028
2018,CHA,162,62,100,656,5523,1332,425.0,66.0,0.2411732753938077,0.30312603924176923,5368.0,4611,1.1641726306657991
2018,CHN,163,95,68,761,5624,1453,576.0,78.0,0.2583570412517781,0.3356164383561644,6816.0,5162,1.3204184424641612
2018,CIN,162,67,95,696,5532,1404,559.0,65.0,0.25379609544468545,0.3294346978557505,7502.0,5792,1.2952348066298345
2018,CLE,162,91,71,818,5595,1447,554.0,80.0,0.2586237712243074,0.3340825172579868,6012.0,4834,1.2436905254447663
2018,COL,163,91,72,780,5541,1418,507.0,51.0,0.2559104854719365,0.32398753894080995,5609.0,4356,1.2876492194674012
2018,DET,162,64,98,630,5494,1326,428.0,52.0,0.241354204586822,0.3023100100435219,5689.0,4858,1.1710580485796624
2018,HOU,162,103,59,797,5453,1390,565.0,61.0,0.2549055565743628,0.3316334923507156,7441.0,5806,1.2816052359627972
2018,KCA,162,58,104,638,5505,1350,427.0,67.0,0.2452316076294278,0.3073845640940157,7819.0,6597,1.185235713202971
2018,LAA,162,80,82,721,5472,1323,514.0,73.0,0.2417763157894737,0.3152335368872751,6436.0,5364,1.1998508575689784
2018,LAN,163,92,71,804,5572,1394,647.0,61.0,0.2501794687724336,0.3347133757961783,10073.0,8125,1.2397538461538462
2018,MIA,161,63,98,589,5488,1303,455.0,73.0,0.2374271137026239,0.30435505319148937,5764.0,4740,1.2160337552742615
2018,MIL,163,96,67,754,5542,1398,537.0,58.0,0.2522555034283652,0.3247515072510999,10372.0,8519,1.2175137926986737
2018,MIN,162,78,84,738,5526,1380,534.0,37.0,0.24972855591748105,0.3199934393964245,8869.0,7469,1.1874414245548266
2018,NYA,162,100,62,851,5515,1374,625.0,62.0,0.2491387126019945,0.3323121573685908,9062.0,7653,1.1841108062197832
2018,NYN,162,77,85,676,5468,1282,566.0,73.0,0.23445501097293345,0.3145570656623547,7512.0,6421,1.1699112287805638
2018,OAK,162,97,65,813,5579,1407,550.0,76.0,0.2521957340025094,0.32763900080580177,5904.0,4660,1.266952789699571
2018,PHI,162,80,82,677,5424,1271,582.0,64.0,0.2343289085545723,0.3158154859967051,8927.0,7665,1.1646444879321591
2018,PIT,161,82,79,692,5447,1381,474.0,59.0,0.2535340554433633,0.320066889632107,7212.0,5457,1.3216052776250686
2018,SDN,162,66,96,617,5486,1289,471.0,31.0,0.2349617207437113,0.2990981963927856,5235.0,4222,1.2399336807200378
2018,SEA,162,89,73,677,5513,1402,430.0,70.0,0.25430799927444225,0.3163146515882255,7282.0,5985,1.2167084377610693
2018,SFN,162,73,89,603,5541,1324,448.0,49.0,0.2389460386211875,0.3015899304405432,6170.0,5307,1.1626154136046731
2018,SLN,162,88,74,759,5498,1369,525.0,80.0,0.24899963623135685,0.3234474848435196,7249.0,5745,1.2617928633594429
2018,TBA,162,90,72,716,5475,1415,540.0,101.0,0.2584474885844749,0.33616742969260954,10024.0,7818,1.282169352775646
2018,TEX,162,67,95,737,5453,1308,555.0,88.0,0.2398679625894003,0.3200459317585302,6439.0,5217,1.2342342342342345
2018,TOR,162,73,89,709,5477,1336,499.0,58.0,0.2439291582983385,0.31372224063639376,6283.0,5231,1.2011087746128848
2018,WAS,162,82,80,771,5517,1402,631.0,59.0,0.2541236179082835,0.3370388271306589,6656.0,5157,1.2906728718247042
